"","ensgene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"62","ENSG00000146112",1436.43592725292,-0.761727217907355,0.172867017930771,-4.40643465147533,1.05085992228401e-05,0.00338094574399317
"63","ENSG00000206446",45.9155340122604,5.97366550267999,1.35388757392924,4.41223157499205,1.02310597619413e-05,0.00338094574399317
"64","ENSG00000225060",1436.43592725292,-0.761727217907355,0.172867017930771,-4.40643465147533,1.05085992228401e-05,0.00338094574399317
"65","ENSG00000229998",1436.43592725292,-0.761727217907355,0.172867017930771,-4.40643465147533,1.05085992228401e-05,0.00338094574399317
"66","ENSG00000232280",350.45953502424,2.01571675119205,0.45723634749136,4.40847881462472,1.04099200929268e-05,0.00338094574399317
"67","ENSG00000236418",1184.67779249924,-11.3668425004949,2.57050755098712,-4.42202260644198,9.77812229043457e-06,0.00338094574399317
"68","ENSG00000243496",31.3063206172592,-7.61513839131639,1.7390190671258,-4.37898498945297,1.19233343339064e-05,0.00377969698384832
"69","ENSG00000227315",5.43944233268074,17.3789151014494,3.98598385829043,4.36000639222436,1.30058644717757e-05,0.00404167715995728
"70","ENSG00000232005",778.578392989267,-1.51177866169858,0.346896190786639,-4.35801459298354,1.31247634624703e-05,0.00404167715995728
"71","ENSG00000164692",13.6552737049434,6.96621290790458,1.62398523482637,4.28957896815447,1.79012155753724e-05,0.00543490990060178
"72","ENSG00000227761",796.207897323894,-1.30388850660919,0.305887198858158,-4.26264489483855,2.02021420412051e-05,0.00604829685889191
"73","ENSG00000228760",812.247785505799,-1.31124742933808,0.3088188501355,-4.24600839217797,2.17612483067216e-05,0.0064258283356122
"74","ENSG00000173809",104.563968213742,-3.62333491080958,0.861005216447236,-4.20826127600078,2.57343208981853e-05,0.00749633812542273
"75","ENSG00000206315",286.900815475791,1.20570509598796,0.286796535359747,4.20404345009109,2.62188572875169e-05,0.0075356491691962
"76","ENSG00000234651",1266.11725476272,-1.52793734451554,0.366861052092505,-4.16489386322282,3.11497441872352e-05,0.00883505112763212
"77","ENSG00000236884",2282.82832629931,-13.540881542344,3.27569756301792,-4.13373984680952,3.56907458480843e-05,0.00999155477274423
"78","ENSG00000263230",4.26444508189368,17.234952635767,4.20152984460499,4.10206597910941,4.09477463172006e-05,0.011316277174533
"79","ENSG00000064886",4721.38646109359,-1.5482077632617,0.378755641434592,-4.08761637819475,4.35828057871658e-05,0.0118920374879512
"80","ENSG00000236090",162.996819625483,1.22481023260859,0.300101873433792,4.08131485016806,4.47816432969975e-05,0.012066413786376
"81","ENSG00000248769",3.44731898722129,17.0305331732486,4.20205683435256,4.05290405261085,5.05857525867187e-05,0.0134620553427075
"82","ENSG00000179750",860.654748647915,-0.70620468526271,0.175653976879964,-4.02043095070548,5.80917748342008e-05,0.0152710524186101
"83","ENSG00000228570",2.21751144258471,16.8122367591538,4.2040873026916,3.9990217968095,6.36048228394292e-05,0.0165188621822498
"84","ENSG00000148300",222.938777770388,-7.34043458102941,1.84365668273355,-3.98145416648066,6.84949301547883e-05,0.0172575852458977
"85","ENSG00000237105",949.195155312613,10.1161350899069,2.54109118843354,3.98102009717448,6.86201465880339e-05,0.0172575852458977
"86","ENSG00000262279",2.04693363930897,16.7349637665649,4.20453049011234,3.98022176457514,6.8851008125218e-05,0.0172575852458977
"87","ENSG00000251624",1.98892822446239,16.7141509505702,4.20453042205017,3.9752717361527,7.02989422119533e-05,0.0174179769921938
"88","ENSG00000204351",429.110607558877,1.9634466660186,0.494291220437106,3.9722466935227,7.11979294871948e-05,0.0174402564548406
"89","ENSG00000212866",334.423695836702,2.00449944959894,0.510210974331322,3.92876584480766,8.53829264910156e-05,0.0206799366678689
"90","ENSG00000225890",3741.40046809827,-4.04419244733392,1.03019459564275,-3.92565876819682,8.6492697577168e-05,0.0207159620997048
"91","ENSG00000225967",163.6527069689,-1.84832818725854,0.473203467287243,-3.90599037207936,9.38402481851529e-05,0.0222287954931775
"92","ENSG00000105971",33.6214883468439,-4.49038465139996,1.15970231661262,-3.87201490164817,0.000107939351296031,0.0252906593101874
"93","ENSG00000233381",46.3862417269395,2.92330108144712,0.767422802842111,3.80924448768114,0.000139392072499281,0.0323089840300484
"94","ENSG00000082805",500.615948833526,-1.3531990604778,0.356384523273724,-3.7970197135594,0.000146446147279609,0.0329866344417834
"95","ENSG00000151303",58.7310810513018,1.70211504767196,0.448443100019317,3.79560985016525,0.000147280962302422,0.0329866344417834
"96","ENSG00000226152",18.1157597770214,5.75519823847852,1.5170528579373,3.79367021285185,0.000148436794435563,0.0329866344417834
"97","ENSG00000228490",18.1157597770214,5.75519823847852,1.5170528579373,3.79367021285185,0.000148436794435563,0.0329866344417834
"98","ENSG00000129204",254.603238170283,2.81849748937251,0.746051304620803,3.77788695216487,0.000158164640427083,0.0347897651943491
"99","ENSG00000177697",739.01256203807,-0.93929242222173,0.250711064168328,-3.7465136424577,0.000179309256213433,0.0390423265347149
"100","ENSG00000223481",154.513999249549,-1.75739192640451,0.470123758529717,-3.73814744419776,0.000185381222433815,0.0399607763078332
"101","ENSG00000262023",301.899973428319,2.01945059970798,0.542679042623017,3.72126144755296,0.000198230073013155,0.0423074005333819
"102","ENSG00000100376",1754.34996573111,-2.15215930051556,0.583050068308147,-3.69120838414537,0.000223191185900802,0.0471677372870362
